Agent Name,KD,Kills,Deaths,Assists,Pick Rate,ACS,First Blood,Num Matches,Label
10,0.94,14.0,14.8,4.4,0.121,193.0,0.0969999999999999,7446.0,1.0
12,1.01,14.6,14.4,6.7,0.1009999999999999,207.0,0.092,6222.0,1.0
6,1.06,15.5,14.7,6.6,0.088,210.0,0.102,5406.0,1.0
8,1.03,16.4,15.9,5.3,0.08,238.0,0.17,4896.0,1.0
13,1.03,15.1,14.6,5.9,0.061,209.0,0.1159999999999999,3774.0,1.0
3,0.93,13.6,14.6,4.0,0.0559999999999999,193.0,0.084,3468.0,1.0
5,0.95,13.9,14.7,4.0,0.054,196.0,0.119,3315.0,1.0
11,1.03,15.0,14.6,4.0,0.0409999999999999,206.0,0.098,2499.0,1.0
2,1.02,14.6,14.3,7.0,0.035,206.0,0.094,2142.0,1.0
7,0.95,15.8,16.6,4.6,0.027,226.0,0.179,1632.0,1.0
0,1.07,14.8,13.8,5.7,0.02,200.0,0.093,1224.0,1.0
14,1.09,16.6,15.3,3.6,0.0139999999999999,233.0,0.155,867.0,1.0
1,0.89,14.1,15.8,5.9,0.013,190.0,0.102,816.0,1.0
4,0.93,15.0,16.1,4.1,0.206,219.0,0.221,663.0,1.0
9,1.38,18.0,13.0,3.7,0.175,292.0,0.162,561.0,1.0
10,0.96,12.0,12.5,5.6,0.159,188.0,0.1,510.0,2.0
13,1.8,21.0,11.7,4.7,0.095,259.0,0.095,306.0,2.0
3,1.12,14.3,12.8,4.0,0.063,211.0,0.105,204.0,2.0
8,1.3,18.3,14.0,4.5,0.063,281.0,0.151,204.0,2.0
5,1.18,13.3,11.3,1.3,0.048,192.0,0.05,153.0,1.0
12,0.66,10.3,15.7,5.3,0.048,185.0,0.1939999999999999,153.0,1.0
6,0.79,11.5,14.5,4.5,0.032,171.0,0.087,102.0,0.0
11,1.11,15.5,14.0,2.5,0.032,193.0,0.0969999999999999,102.0,2.0
0,0.97,15.0,15.5,4.0,0.032,204.0,0.0,102.0,0.0
7,0.97,16.0,16.5,3.5,0.032,214.0,0.25,102.0,1.0
2,0.92,11.0,12.0,6.0,0.016,194.0,0.091,51.0,2.0
4,1.12,17.5,15.6,3.7,0.1639999999999999,248.0,0.1939999999999999,14790.0,1.0
9,1.14,17.8,15.6,4.0,0.154,252.0,0.157,13821.0,1.0
10,1.01,14.1,14.0,4.4,0.141,198.0,0.124,12648.0,1.0
6,0.97,14.8,15.2,5.6,0.0819999999999999,206.0,0.118,7395.0,1.0
12,0.95,13.9,14.7,6.3,0.077,200.0,0.0969999999999999,6936.0,1.0
8,1.06,16.3,15.3,4.9,0.071,247.0,0.162,6426.0,1.0
5,0.98,13.7,14.0,3.8,0.07,198.0,0.09,6273.0,1.0
13,1.02,15.1,14.7,5.5,0.044,207.0,0.1169999999999999,3927.0,1.0
3,0.88,12.9,14.6,3.8,0.042,183.0,0.0969999999999999,3774.0,1.0
7,1.04,15.9,15.3,3.8,0.0409999999999999,235.0,0.161,3723.0,1.0
11,0.99,15.0,15.1,4.1,0.039,205.0,0.1169999999999999,3519.0,1.0
2,0.97,14.6,15.1,6.8,0.032,200.0,0.131,2907.0,1.0
1,0.95,14.6,15.4,4.7,0.016,201.0,0.146,1428.0,1.0
14,0.91,14.6,16.0,3.3,0.0139999999999999,205.0,0.182,1224.0,0.0
0,0.97,15.1,15.6,5.0,0.0139999999999999,198.0,0.094,1224.0,1.0
10,0.78,11.5,14.7,4.2,0.188,164.0,0.1169999999999999,9231.0,1.0
8,0.9,13.1,14.6,4.3,0.1169999999999999,207.0,0.139,5763.0,1.0
4,1.01,14.3,14.1,4.1,0.108,210.0,0.152,5304.0,1.0
9,1.01,14.7,14.6,3.9,0.103,224.0,0.147,5049.0,1.0
13,0.8,11.0,13.9,4.3,0.069,165.0,0.118,3417.0,1.0
5,0.86,12.6,14.7,4.3,0.066,185.0,0.122,3264.0,1.0
7,0.99,13.1,13.3,4.2,0.063,202.0,0.147,3111.0,1.0
6,0.85,12.6,14.7,4.5,0.06,189.0,0.14,2958.0,1.0
12,0.8,12.1,15.1,5.4,0.051,182.0,0.134,2499.0,1.0
2,0.89,12.8,14.3,5.6,0.048,192.0,0.111,2346.0,1.0
11,0.76,10.4,13.7,3.6,0.039,149.0,0.109,1938.0,1.0
14,0.86,12.2,14.2,3.3,0.039,186.0,0.149,1938.0,1.0
3,0.95,14.5,15.3,5.0,0.023,193.0,0.088,1122.0,1.0
1,0.75,11.4,15.2,4.4,0.022,161.0,0.113,1071.0,1.0
0,1.2,15.3,12.8,4.8,0.004,217.0,0.0819999999999999,204.0,1.0
4,1.15,13.0,11.3,1.4,0.0,0.0,0.0,0.0,0.0
9,1.23,15.0,12.2,2.2,0.0,0.0,0.0,0.0,0.0
10,0.88,10.3,11.7,2.5,0.0,0.0,0.0,0.0,0.0
8,0.74,11.0,14.8,2.2,0.0,0.0,0.0,0.0,0.0
7,0.84,10.0,11.8,1.8,0.0,0.0,0.0,0.0,0.0
12,0.99,11.3,11.4,3.1,0.0,0.0,0.0,0.0,0.0
6,0.96,11.7,12.2,3.2,0.0,0.0,0.0,0.0,0.0
14,0.96,11.3,11.8,1.3,0.0,0.0,0.0,0.0,0.0
5,0.97,10.6,11.0,1.9,0.0,0.0,0.0,0.0,0.0
13,0.9,9.8,10.9,2.2,0.0,0.0,0.0,0.0,0.0
3,0.93,10.3,11.2,1.8,0.0,0.0,0.0,0.0,0.0
11,1.05,11.5,11.0,2.5,0.0,0.0,0.0,0.0,0.0
1,1.01,11.2,11.1,3.2,0.0,0.0,0.0,0.0,0.0
2,0.95,11.7,12.3,3.8,0.0,0.0,0.0,0.0,0.0
0,0.97,11.1,11.4,2.6,0.0,0.0,0.0,0.0,0.0
9,1.16,17.7,15.2,4.3,0.151,253.0,0.1689999999999999,13872.0,1.0
4,1.1,16.8,15.3,3.6,0.148,244.0,0.19,13617.0,1.0
10,1.0,14.1,14.1,4.3,0.139,197.0,0.111,12750.0,1.0
6,0.95,14.5,15.2,5.0,0.104,201.0,0.126,9588.0,1.0
8,1.03,16.4,15.9,5.1,0.078,243.0,0.161,7140.0,1.0
12,0.94,14.3,15.3,5.9,0.064,201.0,0.1009999999999999,5916.0,1.0
5,0.97,13.4,13.9,4.3,0.0559999999999999,201.0,0.095,5100.0,1.0
3,1.02,14.8,14.5,4.1,0.048,202.0,0.106,4386.0,1.0
2,0.96,14.3,15.0,6.5,0.045,203.0,0.095,4131.0,1.0
7,0.91,14.2,15.6,4.0,0.042,215.0,0.175,3825.0,1.0
13,0.98,14.5,14.8,5.1,0.04,204.0,0.126,3672.0,1.0
11,0.94,14.3,15.1,3.9,0.032,200.0,0.129,2958.0,1.0
14,1.0,15.8,15.7,3.4,0.021,215.0,0.134,1938.0,0.0
1,0.84,13.2,15.6,5.9,0.017,194.0,0.1669999999999999,1581.0,1.0
0,1.06,15.6,14.7,4.8,0.015,208.0,0.1159999999999999,1377.0,1.0
4,1.14,17.6,15.4,4.0,0.156,248.0,0.181,32946.0,1.0
9,1.17,18.1,15.5,4.2,0.155,256.0,0.1639999999999999,32844.0,1.0
10,0.96,13.9,14.5,4.6,0.124,195.0,0.12,26316.0,1.0
6,0.93,14.0,15.1,5.1,0.091,199.0,0.124,19176.0,1.0
8,1.05,16.2,15.4,4.9,0.083,241.0,0.157,17646.0,1.0
5,1.01,14.0,13.8,4.0,0.07,206.0,0.0969999999999999,14841.0,1.0
12,0.96,14.0,14.6,5.6,0.064,203.0,0.099,13617.0,1.0
13,1.0,14.6,14.7,5.6,0.052,206.0,0.106,11067.0,1.0
7,1.09,16.5,15.2,4.0,0.048,237.0,0.157,10098.0,1.0
2,1.01,14.9,14.9,6.6,0.037,215.0,0.1159999999999999,7905.0,1.0
3,0.99,14.1,14.3,4.3,0.036,197.0,0.088,7650.0,1.0
11,0.97,14.2,14.7,3.9,0.026,204.0,0.138,5559.0,1.0
14,0.91,14.7,16.1,3.7,0.022,203.0,0.143,4590.0,1.0
1,0.94,14.5,15.4,5.4,0.021,208.0,0.128,4386.0,1.0
0,0.99,14.9,15.1,4.8,0.0139999999999999,211.0,0.0969999999999999,3009.0,1.0
9,1.2,18.2,15.2,4.1,0.1639999999999999,260.0,0.1639999999999999,24072.0,1.0
4,1.17,18.0,15.4,3.8,0.155,256.0,0.187,22746.0,1.0
10,0.98,14.3,14.6,4.7,0.128,196.0,0.113,18870.0,1.0
6,0.97,14.4,14.8,5.1,0.085,203.0,0.123,12495.0,1.0
8,1.03,15.9,15.4,5.2,0.071,236.0,0.1639999999999999,10506.0,1.0
12,1.0,14.1,14.0,5.8,0.071,204.0,0.098,10404.0,1.0
5,1.02,13.8,13.5,3.8,0.065,206.0,0.105,9537.0,1.0
13,1.07,15.1,14.1,5.4,0.052,213.0,0.109,7701.0,1.0
7,1.08,16.5,15.3,4.4,0.043,237.0,0.174,6273.0,1.0
3,0.96,14.0,14.6,4.5,0.042,200.0,0.106,6222.0,1.0
2,0.94,14.1,15.0,6.4,0.0409999999999999,203.0,0.134,6018.0,1.0
11,0.98,14.6,15.0,3.8,0.031,205.0,0.131,4488.0,1.0
1,0.87,13.9,15.9,5.1,0.022,197.0,0.14,3213.0,1.0
14,1.02,16.2,15.9,3.6,0.02,228.0,0.159,2958.0,1.0
0,0.99,15.0,15.2,5.4,0.01,208.0,0.1009999999999999,1479.0,1.0
9,1.17,17.6,15.1,4.1,0.16,252.0,0.16,9333.0,1.0
4,1.17,17.4,14.9,3.7,0.157,247.0,0.198,9180.0,1.0
10,1.05,15.4,14.7,4.8,0.133,207.0,0.1169999999999999,7803.0,1.0
12,0.97,13.9,14.3,6.0,0.084,205.0,0.096,4896.0,1.0
8,1.02,15.4,15.2,4.6,0.076,236.0,0.177,4437.0,1.0
6,0.93,14.3,15.4,5.7,0.076,194.0,0.1009999999999999,4437.0,1.0
5,1.01,14.7,14.6,4.4,0.064,203.0,0.091,3723.0,1.0
3,0.9,14.2,15.7,4.5,0.051,182.0,0.089,3009.0,1.0
13,0.96,13.8,14.3,5.3,0.05,200.0,0.121,2907.0,1.0
7,1.05,16.9,16.1,4.8,0.038,245.0,0.172,2244.0,1.0
11,1.05,14.6,13.8,4.2,0.032,201.0,0.119,1887.0,1.0
2,0.84,13.0,15.5,7.6,0.031,188.0,0.105,1836.0,1.0
1,0.84,12.5,14.9,6.8,0.022,190.0,0.176,1275.0,1.0
0,1.03,14.4,13.9,5.2,0.015,188.0,0.127,867.0,1.0
14,0.9,15.4,17.0,4.2,0.011,213.0,0.16,663.0,1.0
10,0.84,12.0,14.2,4.3,0.177,176.0,0.1169999999999999,21471.0,1.0
9,1.06,15.6,14.7,4.4,0.131,233.0,0.157,15912.0,1.0
4,1.04,15.5,14.9,4.1,0.104,231.0,0.176,12597.0,1.0
8,0.97,14.4,14.9,4.9,0.089,219.0,0.145,10863.0,1.0
5,0.96,13.3,13.8,4.4,0.081,200.0,0.098,9792.0,1.0
12,0.91,13.0,14.3,5.4,0.071,191.0,0.1119999999999999,8619.0,1.0
13,0.85,12.6,14.8,5.2,0.063,184.0,0.1159999999999999,7701.0,1.0
6,0.96,13.8,14.3,4.1,0.063,197.0,0.115,7701.0,1.0
7,0.93,13.9,15.0,3.9,0.053,206.0,0.149,6477.0,1.0
2,0.91,12.9,14.1,5.8,0.0409999999999999,195.0,0.125,4998.0,1.0
11,0.85,12.7,14.9,4.2,0.04,184.0,0.119,4896.0,1.0
3,0.91,12.8,14.1,4.4,0.034,179.0,0.106,4182.0,1.0
14,0.8,12.3,15.4,3.5,0.0289999999999999,182.0,0.131,3519.0,1.0
1,0.85,12.4,14.6,5.2,0.016,188.0,0.138,1938.0,1.0
0,0.95,14.5,15.2,5.2,0.0069999999999999,206.0,0.106,867.0,1.0
4,1.11,13.9,12.6,3.4,0.0,0.0,0.0,0.0,0.0
10,0.9,10.9,12.1,3.6,0.0,0.0,0.0,0.0,0.0
9,1.15,14.3,12.5,3.5,0.0,0.0,0.0,0.0,0.0
8,1.0,12.8,12.7,4.1,0.0,0.0,0.0,0.0,0.0
12,0.94,11.4,12.2,4.4,0.0,0.0,0.0,0.0,0.0
7,0.98,12.2,12.5,3.3,0.0,0.0,0.0,0.0,0.0
6,0.98,12.2,12.5,3.8,0.0,0.0,0.0,0.0,0.0
5,0.96,11.4,11.9,3.6,0.0,0.0,0.0,0.0,0.0
13,0.93,11.5,12.3,4.0,0.0,0.0,0.0,0.0,0.0
14,0.95,12.2,12.8,3.0,0.0,0.0,0.0,0.0,0.0
3,0.97,11.7,12.1,3.7,0.0,0.0,0.0,0.0,0.0
11,0.93,11.5,12.4,3.4,0.0,0.0,0.0,0.0,0.0
2,0.92,11.6,12.6,4.7,0.0,0.0,0.0,0.0,0.0
1,0.95,12.2,12.8,4.2,0.0,0.0,0.0,0.0,0.0
0,1.02,12.7,12.5,3.7,0.0,0.0,0.0,0.0,0.0
10,0.75,11.1,14.7,4.5,0.1689999999999999,163.0,0.113,5151.0,1.0
9,1.02,16.0,15.7,4.5,0.115,224.0,0.163,3519.0,1.0
8,0.85,13.1,15.3,4.8,0.0969999999999999,198.0,0.133,2958.0,1.0
4,0.99,15.4,15.6,4.0,0.093,223.0,0.1689999999999999,2856.0,1.0
5,1.0,13.6,13.6,4.4,0.087,203.0,0.085,2652.0,1.0
6,0.86,13.1,15.2,3.9,0.08,192.0,0.136,2448.0,1.0
12,0.78,11.2,14.4,5.1,0.08,169.0,0.104,2448.0,1.0
13,0.92,14.2,15.4,5.7,0.063,195.0,0.093,1938.0,1.0
7,1.11,14.6,13.2,4.1,0.053,219.0,0.16,1632.0,1.0
14,0.93,13.3,14.3,3.3,0.038,193.0,0.16,1173.0,1.0
3,0.78,11.7,15.0,5.3,0.038,173.0,0.1,1173.0,1.0
2,0.79,12.1,15.3,5.9,0.027,178.0,0.109,816.0,1.0
11,0.98,13.9,14.2,4.5,0.025,193.0,0.115,765.0,1.0
1,0.93,12.4,13.4,5.3,0.022,192.0,0.1119999999999999,663.0,1.0
0,0.7,9.9,14.0,4.0,0.012,158.0,0.159,357.0,1.0
9,1.12,17.1,15.2,3.9,0.173,244.0,0.159,14076.0,1.0
4,1.14,17.5,15.4,3.7,0.162,247.0,0.184,13158.0,1.0
10,0.99,14.3,14.4,4.7,0.124,196.0,0.099,10047.0,1.0
6,1.01,15.0,14.9,5.3,0.081,211.0,0.129,6579.0,1.0
12,1.01,14.0,13.9,5.6,0.075,201.0,0.107,6120.0,1.0
8,1.0,15.8,15.8,4.9,0.075,231.0,0.153,6069.0,1.0
5,1.05,14.6,13.9,4.1,0.065,214.0,0.1,5304.0,1.0
13,0.99,13.5,13.7,5.1,0.046,196.0,0.114,3774.0,1.0
3,0.99,13.9,14.1,3.6,0.046,194.0,0.114,3723.0,1.0
7,0.94,14.2,15.2,3.6,0.045,217.0,0.184,3672.0,1.0
2,0.98,14.5,14.7,7.2,0.032,204.0,0.11,2601.0,1.0
11,0.93,13.5,14.5,3.6,0.032,196.0,0.119,2601.0,1.0
1,1.03,14.8,14.4,4.8,0.021,210.0,0.125,1683.0,1.0
0,1.01,15.5,15.4,4.8,0.012,199.0,0.088,969.0,1.0
14,0.9,14.1,15.6,3.9,0.012,213.0,0.142,969.0,1.0
4,1.11,17.2,15.6,4.0,0.166,239.0,0.201,6528.0,1.0
9,1.17,17.7,15.1,4.5,0.149,249.0,0.1669999999999999,5865.0,1.0
10,0.96,13.9,14.5,4.3,0.144,193.0,0.102,5661.0,1.0
6,0.94,13.9,14.8,5.8,0.094,194.0,0.123,3723.0,1.0
12,0.98,14.3,14.6,6.1,0.0819999999999999,207.0,0.093,3213.0,1.0
8,0.99,16.0,16.2,5.0,0.071,231.0,0.179,2805.0,1.0
5,0.95,14.0,14.7,4.4,0.061,199.0,0.096,2397.0,1.0
13,1.01,13.5,13.3,4.9,0.053,199.0,0.119,2091.0,1.0
3,0.83,12.4,15.0,3.2,0.049,181.0,0.0969999999999999,1938.0,1.0
11,0.96,14.1,14.6,3.4,0.032,195.0,0.108,1275.0,1.0
2,0.9,14.3,15.8,7.2,0.03,195.0,0.125,1173.0,1.0
14,1.07,17.1,16.0,3.5,0.021,253.0,0.182,816.0,1.0
7,1.07,16.6,15.6,4.6,0.021,235.0,0.18,816.0,1.0
1,0.87,12.1,13.9,6.7,0.0139999999999999,185.0,0.12,561.0,1.0
0,0.92,14.1,15.4,5.5,0.0139999999999999,196.0,0.11,561.0,1.0
10,0.88,12.4,14.1,4.4,0.184,179.0,0.114,15096.0,1.0
9,1.06,15.7,14.7,4.5,0.147,232.0,0.163,12036.0,1.0
4,1.02,15.0,14.7,4.2,0.1,225.0,0.1689999999999999,8211.0,1.0
8,1.0,15.1,15.0,4.8,0.08,230.0,0.1369999999999999,6528.0,1.0
5,1.0,13.8,13.8,4.2,0.077,202.0,0.105,6273.0,1.0
6,0.88,12.9,14.7,4.4,0.076,186.0,0.12,6222.0,1.0
12,0.92,13.2,14.3,5.2,0.065,199.0,0.122,5355.0,1.0
13,0.87,12.7,14.5,4.9,0.055,187.0,0.113,4539.0,1.0
7,1.09,16.4,15.0,4.4,0.042,240.0,0.144,3417.0,1.0
2,0.8,12.6,15.7,6.1,0.0409999999999999,187.0,0.125,3366.0,1.0
11,0.86,12.8,14.8,4.1,0.04,190.0,0.13,3264.0,1.0
3,0.93,13.2,14.2,4.2,0.039,185.0,0.099,3213.0,1.0
14,0.97,14.2,14.6,4.2,0.0289999999999999,210.0,0.13,2346.0,1.0
1,0.76,11.6,15.2,5.0,0.016,171.0,0.132,1326.0,1.0
0,0.91,13.2,14.5,3.4,0.008,182.0,0.1159999999999999,663.0,1.0
10,0.91,12.8,14.0,4.5,0.1669999999999999,186.0,0.111,35853.0,1.0
9,1.1,16.6,15.1,4.3,0.139,243.0,0.165,29784.0,1.0
4,1.07,15.8,14.8,4.0,0.11,231.0,0.174,23613.0,1.0
6,0.96,14.1,14.8,4.7,0.086,204.0,0.12,18360.0,1.0
5,0.97,13.3,13.7,4.3,0.079,203.0,0.099,17034.0,1.0
12,0.92,13.2,14.4,5.6,0.079,193.0,0.1009999999999999,17034.0,1.0
8,1.0,15.5,15.5,5.0,0.078,235.0,0.142,16728.0,1.0
13,1.05,14.5,13.8,4.8,0.05,211.0,0.119,10812.0,1.0
7,1.05,14.9,14.3,3.8,0.048,225.0,0.171,10302.0,1.0
2,0.9,13.3,14.7,6.0,0.04,196.0,0.124,8670.0,1.0
3,0.92,13.4,14.6,4.3,0.035,190.0,0.108,7497.0,1.0
11,0.87,13.2,15.1,4.0,0.034,189.0,0.122,7344.0,1.0
14,0.94,14.1,15.0,3.4,0.027,208.0,0.161,5865.0,1.0
1,0.95,13.3,14.0,4.9,0.015,204.0,0.158,3315.0,1.0
0,0.92,14.0,15.2,4.8,0.01,193.0,0.108,2091.0,1.0
4,1.15,18.1,15.7,3.5,0.195,254.0,0.196,6273.0,1.0
9,1.09,17.4,16.0,4.0,0.149,242.0,0.163,4794.0,1.0
10,0.97,14.4,14.8,4.7,0.106,194.0,0.114,3417.0,1.0
6,0.96,14.4,15.0,5.8,0.104,192.0,0.113,3366.0,1.0
12,0.99,13.2,13.4,5.8,0.0819999999999999,198.0,0.08,2652.0,1.0
8,1.1,17.8,16.1,5.1,0.068,244.0,0.175,2193.0,1.0
3,0.9,13.7,15.3,3.7,0.055,183.0,0.106,1785.0,1.0
5,1.02,14.6,14.3,3.7,0.054,202.0,0.107,1734.0,1.0
7,1.1,17.2,15.6,3.4,0.051,240.0,0.18,1632.0,1.0
13,0.96,14.4,15.0,6.2,0.038,197.0,0.113,1224.0,1.0
11,0.91,13.8,15.1,3.2,0.03,197.0,0.141,969.0,1.0
2,0.86,13.6,15.7,7.2,0.022,183.0,0.089,714.0,1.0
1,0.88,14.4,16.4,5.8,0.021,188.0,0.1119999999999999,663.0,1.0
0,1.12,14.9,13.3,4.3,0.019,200.0,0.067,612.0,1.0
14,0.88,14.8,16.8,3.3,0.006,215.0,0.136,204.0,1.0
4,1.29,20.4,15.7,3.9,0.275,274.0,0.217,969.0,1.0
12,1.01,15.2,15.1,7.1,0.188,205.0,0.081,663.0,1.0
9,0.92,14.5,15.8,3.6,0.1159999999999999,214.0,0.138,408.0,1.0
10,1.02,14.3,14.0,5.6,0.1009999999999999,194.0,0.11,357.0,2.0
6,0.94,14.8,15.8,7.0,0.072,193.0,0.108,255.0,2.0
7,0.9,15.5,17.3,3.8,0.0579999999999999,229.0,0.145,204.0,0.0
3,0.64,9.5,14.8,3.8,0.0579999999999999,155.0,0.158,204.0,0.0
2,0.81,12.0,14.8,5.3,0.0579999999999999,187.0,0.125,204.0,1.0
11,0.53,9.0,17.0,3.3,0.043,137.0,0.222,153.0,0.0
5,1.0,13.5,13.5,3.5,0.0289999999999999,217.0,0.037,102.0,0.0
9,1.19,17.8,15.0,4.3,0.156,256.0,0.156,9945.0,1.0
10,0.92,13.2,14.3,4.5,0.146,186.0,0.109,9333.0,1.0
4,1.17,17.9,15.3,4.0,0.133,255.0,0.178,8517.0,1.0
6,0.96,15.1,15.7,5.4,0.093,210.0,0.122,5967.0,1.0
12,0.98,14.3,14.6,5.8,0.0819999999999999,207.0,0.094,5253.0,1.0
8,0.97,14.8,15.2,4.2,0.069,225.0,0.139,4386.0,1.0
7,1.02,16.0,15.6,4.5,0.057,239.0,0.172,3672.0,1.0
5,0.87,12.4,14.2,3.7,0.0559999999999999,190.0,0.109,3570.0,1.0
2,0.95,12.9,13.6,6.6,0.052,203.0,0.114,3315.0,1.0
3,0.97,14.0,14.5,4.5,0.049,203.0,0.1119999999999999,3162.0,1.0
13,0.96,14.0,14.7,5.4,0.037,193.0,0.092,2346.0,1.0
11,0.9,13.6,15.1,4.6,0.024,190.0,0.115,1530.0,1.0
1,1.1,15.9,14.5,5.2,0.018,222.0,0.149,1122.0,2.0
0,1.04,14.7,14.1,4.5,0.0139999999999999,215.0,0.106,918.0,1.0
14,0.78,12.8,16.5,4.3,0.0139999999999999,186.0,0.174,867.0,1.0
4,1.13,4.8,4.3,1.2,0.16,234.0,0.157,59874.0,1.0
8,1.01,4.3,4.3,1.3,0.139,215.0,0.148,52071.0,1.0
9,1.11,4.6,4.1,1.2,0.127,223.0,0.149,47787.0,1.0
10,0.9,3.6,4.0,1.2,0.09,176.0,0.131,33762.0,1.0
7,1.02,4.1,4.1,1.1,0.0819999999999999,204.0,0.15,30804.0,1.0
14,0.87,3.7,4.3,1.0,0.067,178.0,0.14,25041.0,1.0
12,0.95,3.8,4.0,1.4,0.064,185.0,0.106,23919.0,1.0
5,0.87,3.4,3.9,1.0,0.048,171.0,0.1009999999999999,18156.0,1.0
11,0.88,3.7,4.3,1.2,0.0409999999999999,180.0,0.1119999999999999,15402.0,1.0
6,1.0,4.0,4.0,1.1,0.04,193.0,0.136,14994.0,1.0
13,0.84,3.5,4.2,1.3,0.036,171.0,0.105,13668.0,1.0
3,0.92,3.7,4.0,1.0,0.033,176.0,0.0969999999999999,12546.0,1.0
1,0.87,3.8,4.3,1.4,0.033,183.0,0.156,12393.0,1.0
2,0.82,3.3,4.1,1.5,0.0279999999999999,165.0,0.139,10659.0,1.0
0,0.91,3.7,4.1,1.0,0.01,182.0,0.095,3774.0,1.0
9,1.15,17.2,15.0,4.5,0.156,245.0,0.1689999999999999,5559.0,1.0
4,1.08,16.3,15.0,3.8,0.136,234.0,0.165,4845.0,1.0
10,0.98,13.7,14.0,4.4,0.136,202.0,0.1159999999999999,4845.0,1.0
6,1.02,15.0,14.7,4.3,0.093,211.0,0.134,3315.0,1.0
12,0.89,12.7,14.4,5.4,0.085,192.0,0.124,3009.0,1.0
5,0.95,13.3,14.1,4.4,0.067,193.0,0.0969999999999999,2397.0,1.0
8,1.08,15.1,14.0,5.0,0.059,239.0,0.155,2091.0,1.0
7,1.1,15.8,14.3,4.3,0.057,240.0,0.16,2040.0,1.0
13,0.98,14.2,14.4,5.0,0.049,206.0,0.12,1734.0,1.0
3,0.96,14.6,15.2,5.0,0.042,202.0,0.109,1479.0,1.0
2,0.98,15.2,15.6,5.7,0.036,209.0,0.153,1275.0,1.0
11,1.08,17.3,16.1,4.5,0.033,220.0,0.141,1173.0,1.0
1,0.98,14.2,14.5,5.4,0.024,209.0,0.183,867.0,1.0
14,0.97,13.9,14.3,4.2,0.017,201.0,0.162,612.0,1.0
0,0.94,13.0,13.8,2.8,0.009,169.0,0.051,306.0,1.0
4,1.05,16.8,15.9,3.6,0.139,230.0,0.203,1428.0,1.0
9,1.32,19.9,15.0,3.8,0.134,262.0,0.153,1377.0,1.0
6,0.9,14.5,16.0,6.3,0.114,203.0,0.096,1173.0,1.0
10,0.96,14.9,15.5,4.0,0.104,202.0,0.09,1071.0,1.0
12,0.93,14.6,15.7,6.1,0.09,199.0,0.111,918.0,1.0
3,0.94,14.4,15.2,4.4,0.085,202.0,0.09,867.0,1.0
8,1.08,17.2,15.9,5.9,0.08,247.0,0.171,816.0,1.0
7,0.85,14.2,16.7,4.5,0.06,217.0,0.176,612.0,0.0
5,0.85,13.5,16.0,4.4,0.055,173.0,0.121,561.0,1.0
11,1.16,14.6,12.6,3.5,0.05,231.0,0.055,510.0,1.0
2,1.36,17.7,13.0,6.7,0.03,241.0,0.142,306.0,2.0
0,1.43,17.5,12.3,5.0,0.02,240.0,0.086,204.0,2.0
13,0.78,13.3,17.0,3.3,0.015,187.0,0.125,153.0,0.0
1,0.76,13.0,17.0,7.0,0.015,165.0,0.154,153.0,1.0
14,1.95,19.5,10.0,2.5,0.01,309.0,0.077,102.0,1.0
9,1.48,19.3,13.0,3.3,0.5,301.0,0.13,204.0,1.0
4,0.82,13.5,16.5,5.5,0.25,193.0,0.296,102.0,1.0
7,0.76,16.0,21.0,5.0,0.125,218.0,0.25,51.0,0.0
10,0.62,8.0,13.0,1.0,0.125,161.0,0.125,51.0,0.0
9,1.13,17.1,15.1,3.4,0.162,244.0,0.166,2550.0,1.0
4,1.11,17.8,15.9,3.8,0.156,246.0,0.21,2448.0,1.0
10,1.0,13.6,13.6,4.1,0.133,188.0,0.104,2091.0,1.0
12,0.88,13.7,15.5,7.2,0.0969999999999999,190.0,0.105,1530.0,1.0
6,0.95,14.8,15.5,6.6,0.068,203.0,0.1159999999999999,1071.0,1.0
5,1.0,13.0,13.1,3.6,0.068,194.0,0.073,1071.0,1.0
8,0.88,12.9,14.6,3.6,0.062,214.0,0.159,969.0,1.0
3,0.82,12.8,15.5,4.2,0.0579999999999999,184.0,0.113,918.0,0.0
2,0.98,15.5,15.9,7.0,0.045,199.0,0.147,714.0,1.0
7,1.03,15.7,15.2,3.7,0.045,235.0,0.123,714.0,1.0
13,0.97,14.9,15.3,6.3,0.023,213.0,0.087,357.0,0.0
11,0.97,16.0,16.4,3.9,0.023,222.0,0.152,357.0,1.0
0,1.0,15.3,15.3,3.8,0.019,189.0,0.054,306.0,1.0
1,1.26,15.5,12.3,4.3,0.019,235.0,0.172,306.0,1.0
14,0.97,14.7,15.2,3.0,0.019,204.0,0.239,306.0,1.0
10,0.9,12.9,14.3,4.3,0.195,178.0,0.127,1836.0,1.0
4,0.93,12.7,13.6,3.4,0.119,200.0,0.154,1122.0,1.0
8,0.98,12.4,12.7,3.2,0.108,201.0,0.153,1020.0,1.0
9,1.17,15.3,13.1,3.6,0.103,244.0,0.134,969.0,1.0
7,0.94,12.9,13.7,4.3,0.081,203.0,0.196,765.0,1.0
14,0.59,8.8,15.0,2.8,0.065,134.0,0.123,612.0,1.0
2,0.99,13.1,13.3,7.1,0.065,197.0,0.096,612.0,2.0
5,0.64,9.5,14.8,4.3,0.054,145.0,0.1889999999999999,510.0,1.0
12,0.79,11.5,14.5,4.5,0.054,185.0,0.174,510.0,1.0
